name,full_address,rate,reviews
Cellar Door,"3003 Lake Shore Boulevard W,Toronto, ON M8V 2B3,Canada",4.0,63
Bar Verde,"260 Yonge Street,Toronto, ON M5B 2L9,Canada",4.0,62
Soulas Modern Greek Cuisine,"500 A Danforth Avenue,Toronto, ON M4K 1P6,Canada",4.0,62
Osaka Sushi Japanese Restaurant,"1620 Bloor Street W,Toronto, ON M6P 1A7,Canada",4.0,62
Pizzeria Oro di Napoli,"2312 Lakeshore Boulevard W,Toronto, ON M8V 1B5,Canada",4.0,62
Pho Mi Viet Hoa,"2887 Jane Street,North York, ON M3N 2J8,Canada",4.0,62
Karma's Kitchen,"1411 Gerrard Street E,Toronto, ON M4L 1Z5,Canada",4.0,61
Mapo Korean BBQ,"708 Bloor Street W,Toronto, ON M6G 1L4,Canada",4.0,61
WVRST Union Station,"65 Front Street West,Toronto, ON M5J 1E6,Canada",4.0,61
Salt and Tobacco,"521 Parliament Street,Toronto, ON M4X 1P3,Canada",4.0,61
Chito's Pizza,"1308 Bloor Street W,Toronto, ON M6H 1N9,Canada",4.0,61
Positano Restaurant,"633 Mount Pleasant Road,Toronto, ON M4S 2M9,Canada",4.0,61
The Fifth & Terrace,"225 Richmond Street W,Suite 501b,Toronto, ON M5V 1W2,Canada",4.0,61
Nespresso Boutique Bar,"159 Cumberland Street,Toronto, ON M5R 1A2,Canada",4.0,61
Godspeed Brewery,"242 Coxwell Avenue,Toronto, ON M4L 3B2,Canada",4.0,60
Savera Indian Cuisine,"815 Saint Clair Avenue W,Toronto, ON M6C 1B9,Canada",4.0,60
Nadege Patisserie,"1099 Yonge St,Toronto, ON M4W 2L8,Canada",4.0,60
Ehwa J Bar,"16 Isabella Street,Toronto, ON M4Y 2A1,Canada",4.0,59
The Commoner,"2067 Dundas Street W,Toronto, ON M6R,Canada",4.0,59
Drom Taberna,"458 Queen Street W,Toronto, ON M5V 2B4,Canada",4.0,59
Campo,"244 Jane Street,Toronto, ON M6S 3Y8,Canada",4.0,58
Jumbo Burger,"685 Runnymede Rd,Toronto, ON M6S 3A4,Canada",4.0,58
O Sushi,"6 Coxwell Avenue,Toronto, ON M4L 3A7,Canada",4.0,57
Atlantis Authentic Greek Cuisine,"526 Danforth Avenue,Toronto, ON M4K 1P8,Canada",4.0,57
UFO Restaurant,"241 Niagara St,Toronto, ON M6J 2L5,Canada",4.0,57
MARKED Restaurant,"132 John Street,Toronto, ON M5V 2E3,Canada",4.0,57
Pho Lang Van,"958 Saint Clair Avenue W,Toronto, ON M6E 1A1,Canada",4.0,56
Score on King,"107 King Street E,Toronto, ON M5C 1G6,Canada",4.0,56
Alobar Yorkville,"57A-162 Cumberland Street,Toronto, ON M5R 1A8,Canada",4.0,56
Gusto 501,"501 King Street E,Toronto, ON M5A 1L9,Canada",4.0,56
Vibo Restaurant,"2995 Bloor Street W,Etobicoke, ON M8X 1C1,Canada",4.0,56
Eastbound Brewing,"700 Queen Street E,Toronto, ON M4M 1G9,Canada",4.0,55
Henderson Brewing,"128A Sterling Road,Toronto, ON M6R 2B7,Canada",4.0,55
Breakwall BBQ,"1910 Queen Street E,Toronto, ON M4L 1H5,Canada",4.0,55
Kothur Indian Cuisine,"2403 LakeShore Blvd West,Toronto, ON M8V 1P7,Canada",4.0,55
Afghan Cuisine,"66 Overlea Boulevard,Unit 62,Toronto, ON M4H 1C4,Canada",4.0,55
George the Greek,"3575 Lake Shore Boulevard W,Etobicoke, ON M8W 1P5,Canada",4.0,55
Porter Airport Lounge,"60 Harbour Street,Toronto, ON M5J 1B7,Canada",4.0,54
The Great Maratha,"965 Eglinton Avenue W,Toronto, ON M6C 2C4,Canada",4.0,54
La Forchetta,"613 College Street,Toronto, ON M6G,Canada",4.0,54
Hoki Poke,"563 Yonge Street,Toronto, ON M4Y 1Z2,Canada",4.0,54
Oakwood Hardware Food & Drink,"337 Oakwood Avenue,Toronto, ON M6E 2V8,Canada",4.0,54
The Beech Tree,"924 Kingston Road,Toronto, ON M4E 1S5,Canada",4.0,53
British Style Fish & Chips,"73 Coxwell Avenue,Toronto, ON M4L 3B1,Canada",4.0,52
Blondies,"1555 Dundas Street E,Toronto, ON M4L 1K9,Canada",4.0,52
Shi Miaodao Yunnan Rice Noodle,"318 Spadina Avenue,Toronto, ON M5T 2E7,Canada",4.0,52
Kimchi House,"586 Bloor St W,Toronto, ON M6G 1K4,Canada",4.0,52
Goat Coffee Co,"893 Pape Avenue,Toronto, ON M4K 3V6,Canada",4.0,52
OM Restaurant and Bar,"1439 Queen Street W,Toronto, ON M6R 1A1,Canada",4.0,52
The Dock Ellis,"1280 Dundas Street W,Toronto, ON M6J 1X7,Canada",4.0,52
The Abbot Pub,"3367 Yonge St,Toronto, ON M4N 2M6,Canada",4.0,52
The Goods,"279 Roncesvalles Ave,Toronto, ON M6R 2M3,Canada",4.0,51
Cafe Landwer - Yonge & Bloor,"33 Bloor St E,Toronto, ON M4W 3H1,Canada",4.0,50
Vietnam Lovely Noodle,"378 Bloor Street W,Toronto, ON M5S 1X2,Canada",4.0,50
Terrazza,"372 Harbord Street,Toronto, ON M6G,Canada",4.0,50
Moon Palace,"40 Dundas Street W,Toronto, ON M5G 2C2,Canada",4.0,49
Zee Grill Seafood Restaurant & Oyster Bar,"641 Mount Pleasant Road,Toronto, ON M4S 2M9,Canada",4.0,49
Hong Fatt B-B-Q,"443 Dundas Street W,Toronto, ON M5T 1G6,Canada",4.0,49
Hy's Steakhouse & Cocktail Bar,"365 Bay Street,Toronto, ON M5H 2V1,Canada",4.0,48
Pokéwave,"514 Yonge Street,Toronto, ON M4Y 1X9,Canada",4.0,48
Juzz Sushi,"912 Queen Street  E,Toronto, ON M6J 1G6,Canada",4.0,48
China Island,"1572 Bloor St W,Toronto, ON M6P 1A4,Canada",4.0,48
E L Ruddy Co Cafe,"1371 Dundas Street W,Toronto, ON M6J 1Y3,Canada",4.0,48
Greta Solomon's,"1118 Queen Street E,Toronto, ON M4M 1K9,Canada",4.0,47
Brazil Bakery and Pastry,"1566 Dundas Street W,Toronto, ON M6K 1T8,Canada",4.0,47
Flor de Sal,"501 Davenport Road,Toronto, ON M4V 1B8,Canada",4.0,47
Miyako Sushi,"572 Marlee Avenue,Toronto, ON M6B 3J3,Canada",4.0,47
Kingsway Fish And Chips,"3060 Bloor Street W,Etobicoke, ON M8X 1C4,Canada",4.0,46
Mattachioni,"1617 Dupont Street,Toronto, ON M6P 3S8,Canada",4.0,45
Tokyo Hot Fried Chicken,"656 College Street,Toronto, ON M6G 1B8,Canada",4.0,45
La Sala Restaurant,"1975a Queen Street E,Toronto, ON M4L 1J1,Canada",4.0,45
Tov-Li,"5982 Bathurst Street,North York, ON M2R 1Z1,Canada",4.0,45
Babos Donerpoint,"2216 Eglinton Avenue W,York, ON M6E 2L1,Canada",4.0,45
Beijing Sung,"2150 Steeles Avenue W,Vaughan, ON L4K 2Y7,Canada",4.0,44
Mimi Chinese,"265 Davenport Road,Toronto, ON M5R 1J9,Canada",4.0,43
Govinda's,"243 Avenue Road,Toronto, ON M5R 2J6,Canada",4.0,43
Pasaj,"1100 Queen Street E,Toronto, ON M4M 1K8,Canada",4.0,43
Fukui Sushi,"1612 Bayview Avenue,Toronto, ON M4G 3B7,Canada",4.0,43
Patisserie Sebastien,"3306 Yonge Street,Toronto, ON M4N 2L6,Canada",4.0,43
Azumi Sushi,"5516 Lawerence Avenue E,Scarborough, ON M1C 3B2,Canada",4.0,43
North Of Brooklyn,"229 Geary Avenue,Toronto, ON M6H 2C1,Canada",4.0,42
Azkadenya - Mezza Diner,"235 Queen Street West,Toronto, ON M5G 1S4,Canada",4.0,42
Twice As Nice,"4180 Kingston Road,Scarborough, ON M1E 2M4,Canada",4.0,42
Sauvignon Bistro,"1862 Queen Street E,Toronto, ON M4L 1H1,Canada",4.0,41
Yin Ji Chang Fen,"369 Spadina Ave,Toronto, ON M5T 2G3,Canada",4.0,41
Laziza,"950 Bloor Street W,Toronto, ON M6H 1L6,Canada",4.0,41
U-Know Sushi,"170 The Queensway,Toronto, ON M8Y 1H8,Canada",4.0,41
Joy Thai Restaurant,"3192 Yonge Street,Toronto, ON M4N 2L1,Canada",4.0,41
Pho 90,"90 Weston Road,Unit J107,Toronto, ON M6N 0A6,Canada",4.0,40
Biagio Ristorante,"155 King St E,Toronto, ON M5C 1G9,Canada",4.0,40
Sushi Bay,"1028 Coxwell Avenue,Toronto, ON M4C 3G5,Canada",4.0,40
Aish Tanoor,"994 Eglinton Avenue W,Toronto, ON M6C 2C5,Canada",4.0,40
The Fourth Man In The Fire,"832 Dundas Street W,Toronto, ON M6J 1V3,Canada",4.0,40
Gatto Wood Oven Pizza,"2312 Bloor Street W,Toronto, ON M6S 1P2,Canada",4.0,40
The Oats Kafé,"31 Phipps Street,Unit 2,Toronto, ON M5S 3C4,Canada",4.0,39
La Paella,"1146 Queen Street E,Toronto, ON M4M 1L1,Canada",4.0,39
Piano Piano,"623 Mt Pleasant Road,Toronto, ON M4S 2M9,Canada",4.0,39
Muni Robata,"30 St Patrick Street,Toronto, ON M5T 3A3,Canada",4.0,39
St James Town Steak & Chops,"516 Parliament Street,Toronto, ON M4X 1P4,Canada",4.0,39
Tanto,"922 Queen Street West,Toronto, ON M6J 1G6,Canada",4.0,39
The Abbot on Eglinton,"508 Eglinton Avenue W,Toronto, ON M5N 1A5,Canada",4.0,39
La Bruschetta Restaurant,"1317 St Clair Avenue West,Toronto, ON M6E 1C2,Canada",4.0,38
Frankie's,"892 Queen Street E,Toronto, ON M4M 1J3,Canada",4.0,38
Daniel et Daniel,"248 Carlton Street,Toronto, ON M5A 2L1,Canada",4.0,38
Ritz Restaurant,"310 Donlands Avenue,East York, ON M4J 3R9,Canada",4.0,38
Ruby Soho,"587 King St W,Toronto, ON M5V 1M5,Canada",4.0,38
Delhi Bistro,"2214 Queen Street E,Toronto, ON M4E 1E9,Canada",4.0,38
Naan and Chai,"712 Queen Street W,Toronto, ON M6J 2K4,Canada",4.0,38
Sunny Up All Day Breakfast,"4630 Kingston Road,Scarborough, ON M1E 4Z4,Canada",4.0,38
Oyster Mine,"2035 Yonge Street,Toronto, ON M4S 2A2,Canada",4.0,37
GB Hand Pulled Noodle,"1024 Gerrard Street E,Toronto, ON M4M 1Z5,Canada",4.0,36
Oretta Midtown,"2131 Yonge Street,Toronto, ON M4S 2A7,Canada",4.0,36
Duckworth's Fish & Chips,"2282 Kingston Road,Scarborough, ON M1N 1T9,Canada",4.0,36
Nodo Leslieville,"1192 Queen Street East,Toronto, ON M4M 1L6,Canada",4.0,35
Pizza Banfi,"333 Lonsdale Rd,Toronto, ON M5P 1R3,Canada",4.0,35
Favorites,"141 Ossington Avenue,Toronto, ON M6J 2Z6,Canada",4.0,35
Cinnaholic,"319 Danforth Ave,Toronto, ON M4K 1N7,Canada",4.0,35
Butter Chicken Roti,"201 King Street E,Unit 3,Toronto, ON M5A 1J5,Canada",4.0,35
Little Sito,"840 Bloor Street W,Toronto, ON M6G 1M2,Canada",4.0,35
Golden Wheat Bakery & Pastry,"652 College Street,Toronto, ON M6G 1B8,Canada",4.0,35
Pastucci's,"759A The Queensway,Ground Floor,Etobicoke, ON M8Z 1N1,Canada",4.0,35
Merci Mon Ami,"171 E Liberty St,Unit 107,Toronto, ON M6K 3P6,Canada",4.0,34
Deepizz Pizzeria,"384 College St,Toronto, ON M5T 1S7,Canada",4.0,34
Veloute Bistro & Catering,"2045 Lakeshore Blvd W,Etobicoke, ON M8V 2Z6,Canada",4.0,34
Matha Roti - East Indian Cuisine,"141 Harbord Street,Toronto, ON M5S 2M2,Canada",4.0,34
Simon Sushi,"3399 Lake Shore Boulvard W,Etobicoke, ON M8W 1N2,Canada",4.0,34
The Parlour,"642 King St W,Toronto, ON M5V 1M7,Canada",4.0,33
Pennies,"127 Strachan Ave,Toronto, ON M6J 2S7,Canada",4.0,33
HK Sweets,"2375 Yonge Street,Toronto, ON M4P 2C8,Canada",4.0,33
Maja Indian Cuisine,"345 Bloor Street E,Toronto, ON M4W 3J6,Canada",4.0,33
Congee Queen,"360 Yonge Street,Toronto, ON M5B 1S5,Canada",4.0,32
Ali Baba's Restaurant,"1283 Bloor St W,Toronto, ON M6H 1N7,Canada",4.0,32
KINTON RAMEN,"110 Harbour St,Unit 108B,Toronto, ON M5J 2L9,Canada",4.0,32
The Edmund Burke,"107 Danforth Avenue,Toronto, ON M4K 1N7,Canada",4.0,32
JP Sushi,"520 Annette Street,Toronto, ON M6P 1S3,Canada",4.0,32
Tatsu's Bread,"3180 Lake Shore Blvd W,Etobicoke, ON M8V 1L7,Canada",4.0,32
Black Creek Pioneer Village,"1000 Murray Ross Pkwy,Downsview, ON M3J 2P3,Canada",4.0,32
The Anndore House,"15 Charles Street E,Toronto, ON M4Y 1S1,Canada",4.0,31
The Food Dudes,"24 Carlaw Avenue,Unit 2,Toronto, ON M4M 2R7,Canada",4.0,31
Dineen Outpost,"1042 Gerrard Street E,Toronto, ON M4M 1Z5,Canada",4.0,31
Vagabondo Restobar,"310 Front Street W,Toronto, ON M5V 3B5,Canada",4.0,31
Dreyfus,"96 Harbord Street,Toronto, ON M5S 1G6,Canada",4.0,31
Stackt,"28 Bathurst Street,Toronto, ON M5S 2R5,Canada",4.0,31
Kibo Sushi House,"2945 Lake Shore Boulevard,Toronto, ON M8V 1J5,Canada",4.0,31
Musoshin Ramen,"9 Boustead Ave,Toronto, ON M6R 1Y7,Canada",4.0,30
MIA Brunch Bar,"2140 Yonge Street,North York, ON M4S 2A8,Canada",4.0,30
TKO's The Sports Pub,"1600 Danforth Ave,Toronto, ON M4C 1H6,Canada",4.0,30
Karahi Boys,"741 Queen Street W,Toronto, ON M6J 1G1,Canada",4.0,30
The Rabbit Hole,"21 Adelaide Street W,Toronto, ON M5H 1L6,Canada",4.0,29
Superfresh,"384 Bloor Street W,Toronto, ON M5S 1X2,Canada",4.0,29
Sandy's Restaurant,"2093 Danforth Avenue,Toronto, ON M4C 1K1,Canada",4.0,29
Royal Caribbean Cafe,"1127 St Clair Ave W,Toronto, ON M6E 1B1,Canada",4.0,28
La Grotta Pizzeria,"951 Pape Ave,East York, ON M4K 3V6,Canada",4.0,28
Oji Seichi,"354 Broadview Avenue,Toronto, ON M4M 2G9,Canada",4.0,27
Corks,"15 York Street,Toronto, ON M5J 0A3,Canada",4.0,27
Shalom Ethopian Restaurant,"587 Parliament Street,Toronto, ON M4X 1P9,Canada",4.0,27
Founder,"1282 Dundas St. W,Toronto, ON M6J 1X7,Canada",4.0,27
Kami Sushi,"153 Roncesvalles Avenue,Toronto, ON M6R 2L3,Canada",4.0,27
Happy Bagel Bakery,"4949 Bathurst St,North York, ON M2R 1Y1,Canada",4.0,27
Reign Restaurant + Bar + Bakery,"100 Front St W,Toronto, ON M5J 1E3,Canada",4.0,26
The Diner's Corner,"714 Yonge street,Toronto, ON M4Y 2B3,Canada",4.0,26
Mira Mira,"1963 Queen Street E,Toronto, ON M4L 1H8,Canada",4.0,26
The Porch Light,"982 Kingston Road,Toronto, ON M4E 1S9,Canada",4.0,26
The Empire,"1018 Bloor St W,Toronto, ON M6H 1M2,Canada",4.0,26
Don Chon,"834 The Queensway,Toronto, ON M8Z 1N5,Canada",4.0,26
Albatros Pub,"3057 Lake Shore Boulevard W,Etobicoke, ON M8V 1K6,Canada",4.0,26
Kibo Secret Garden,"154 Cumberland Street,Upper Level,Toronto, ON M5R 1A8,Canada",4.0,25
O’SOMAE,"357 Broadview Ave,Toronto, ON M4M 2H1,Canada",4.0,25
Boccone Deli & Pizza,"1378 Yonge Street,Toronto, ON M4T 1Y5,Canada",4.0,25
Black Dice Cafe,"1574 Dundas Street W,Toronto, ON M6K 1T8,Canada",4.0,25
Bar'kada,"745 Queen Street W,Toronto, ON M6J 1G1,Canada",4.0,25
Alma,"1194 Bloor Street W,Toronto, ON M6H 1N2,Canada",4.0,24
Little Sister,"102 Portland Street,Toronto, ON M5V 2N2,Canada",4.0,24
Emmer,"161 Harbord Street,Toronto, ON M5S 1H1,Canada",4.0,24
Viaggio,"1727 Dundas St W,Toronto, ON M6K 1V4,Canada",4.0,24
99 Sushi: Japanese and Thai,"170 Eglinton Ave E,Toronto, ON M4P 1A6,Canada",4.0,24
The Eglinton Grand,"400 Eglinton Avenue W,Toronto, ON M5N 1A2,Canada",4.0,24
The Bullger,"424 Danforth Avenue,Toronto, ON M5G 1S4,Canada",4.0,24
Burattino Brick Oven Pizza,"3109 Dundas Street West,Toronto, ON M6P 1Z9,Canada",4.0,24
Moldova Restaurant,"5000 Dufferin Street,North York, ON M3H 5T5,Canada",4.0,24
The St. Regis Toronto,"325 Bay Street,Toronto, ON M5H 4G3,Canada",4.0,23
The Cherie  Bistro,"538 Church Street,Toronto, ON M4Y 2E1,Canada",4.0,23
Gallery Grill,"7 Hart House Circle,Toronto, ON M5S 3H3,Canada",4.0,23
Osteria Giulia,"134 Avenue Road,Toronto, ON M5R 2H6,Canada",4.0,23
Enigma,"23 St Thomas Street,Toronto, ON M5S 3E7,Canada",4.0,23
The Innis Cafe,"2 Sussex Avenue,Toronto, ON M5S 1J5,Canada",4.0,23
Ossington Stop,"1543 Dundas Street W,Toronto, ON M6K 1T6,Canada",4.0,23
Indilicious,"3358 Dundas Street W,Toronto, ON M6P 2A4,Canada",4.0,23
Nostalgia Coffee Company,"855 O'Connor Drive,Toronto, ON M4B 2S7,Canada",4.0,23
ēst Restaurant,"729 Queen Street E,Toronto, ON M4M 1H1,Canada",4.0,22
My Roti Place,"12 Queens Quay W,Toronto, ON M5J 2V7,Canada",4.0,22
The Original Grill,"547 Danforth Avenue,Toronto, ON M4K 1P7,Canada",4.0,22
Ultramen,"134 Atlantic Ave,Toronto, ON M6K 1X9,Canada",4.0,22
Fort York: Garrison Common,"250 Fort York Blvd,Toronto, ON M5V 3K9,Canada",4.0,22
Habibi Shawarma,"1214 King Street W,Toronto, ON M6K 1G4,Canada",4.0,22
Starving Artist,"833 Runnymede Road,Toronto, ON M6N 3V8,Canada",4.0,22
Table 21 Kitchen & Wine Bar,"2956 Bloor Street W,Toronto, ON M8X 1G2,Canada",4.0,22
Romi's Pizza & Ristorante,"3062 Bloor St W,Etobicoke, ON M8X 1C4,Canada",4.0,22
Avant Gout Restaurant,"1108 Yonge Street,Toronto, ON M4W 2L6,Canada",4.0,21
Isaan Der,"730 Queen St E,Toronto, ON M4M 1H2,Canada",4.0,21
Dave's Hot Chicken,"1130 Queen Street E,Toronto, ON M4M 1L1,Canada",4.0,21
Milou,"1375 Dundas St W,Toronto, ON M6J 1Y3,Canada",4.0,21
Clandestino wine bar,"1592 Queen Street W,Toronto, ON M6R 1A8,Canada",4.0,21
Sidebar,"161 Danforth Avenue,Toronto, ON M4K 1N2,Canada",4.0,21
Terroni Sud Forno Produzione e Spaccio,"22 Sackville Street,Toronto, ON M5A 3E2,Canada",4.0,21
Su-Good,"2626 Danforth Ave,Toronto, ON M4C 1L7,Canada",4.0,20
Hongkong Island Bakery & Cafe,"2-248 Spadina Avenue,Toronto, ON M5T 2C2,Canada",4.0,20
Shanghai Shikumen Fine Cuisine,"530 Dundas Street W,Toronto, ON M5T 1H4,Canada",4.0,20
Tita’s Mexican Food,"2491 Lake Shore Boulevard W,Unit 7,Toronto, ON M8V 1C5,Canada",4.0,20
Belle Restaurant and Bar,"4949 Bathurst Street,Unit 5,North York, ON M2R 1Y1,Canada",4.0,20
Citrus Restaurant and Lounge,"The Grand Hotel & Suites Toronto,225 Jarvis Street,Toronto, ON M5B 2C1,Canada",4.0,19
The Haunted Walk of Toronto,"30 Gristmill Lane,Toronto, ON M5A 4R2,Canada",4.0,19
Starbucks,"4 - 23 Leslie Street,Toronto, ON M4M 3H9,Canada",4.0,18
Balzac's Coffee Roasters,"29 Powerhouse Street,Toronto, ON M6H 0C7,Canada",4.0,18
Clockwork Champagne & Cocktails,"100 Front Street W,Toronto, ON M5J 1E3,Canada",4.0,18
Danforth Roti Shop,"2844 Danforth Avenue,Toronto, ON M4C 1M1,Canada",4.0,18
EAT BKK Thai Bar & Restaurant ,"513 Bloor Street W,Toronto, ON M5S 1Y4,Canada",4.0,18
See-Scape,"347 Keele Street,Toronto, ON M6P 2K6,Canada",4.0,18
Thirsty Fox,"1028 Eglinton West,Toronto, ON M6C 2C6,Canada",4.0,18
Pazzia Osteria,"848 The Queensway,Etobicoke, ON M8Z 1N7,Canada",4.0,18
Roti Palace of India,"3321 Bloor Street W,Toronto, ON M8X 1E7,Canada",4.0,18
Pocha 1989,"542 Church Street,Toronto, ON M4Y 2E1,Canada",4.0,17
bb.q Chicken,"43 Elm St,Toronto, ON M5G 1H1,Canada",4.0,17
Banh Mi Huy-Ky,"1046 Gerrard St E,Toronto, ON M4M 1Z6,Canada",4.0,17
Sinaloa Factory,"551 Danforth Avenue,Toronto, ON M4K 1P7,Canada",4.0,17
Alder,"51 Camden Street,Ace Hotel,Toronto, ON M5V 1V2,Canada",4.0,17
Sue Fung's Dim Sum Canteen,"356 College Street,Toronto, ON M5T 1S6,Canada",4.0,17
Ikune by Apres,"1166 Queen Street W,Toronto, ON M6J 1J5,Canada",4.0,17
Za Cafe Pizzeria + Bar,"372 Bay Street,Toronto, ON M5H 2W9,Canada",4.0,17
Durbar Indian Cuisine,"2469 Bloor Street W,Toronto, ON M6S 1P7,Canada",4.0,17
ARA Japanese Restaurant,"225 Queen Street W,Toronto, ON M5V 1Z4,Canada",4.0,17
Lahore Chaat & Desi Burger House,"1344 Gerrard Street E,Toronto, ON M4L 1Z2,Canada",4.0,16
Cafe Serano,"1055 Pape Avenue,Toronto, ON M4K 3W3,Canada",4.0,16
Mister Yummy,"2340 Dundas Street W,Toronto, ON M6P 4A9,Canada",4.0,16
Juniors Pizza,"2243 Dundas Street W,Toronto, ON M6R 1X6,Canada",4.0,16
Tokyo Sushi,"971 Eglinton Avenue W,York, ON M6C 2C4,Canada",4.0,16
Rui's  BBQ,"450 Rogers Road,Toronto, ON M6M 1A6,Canada",4.0,16
ART of BBQ Smokehouse,"2478 Kingston Road,Toronto, ON M1M 1R9,Canada",4.0,16
MELTwich Food,"704 The Queensway,Toronto, ON M8Y 1L3,Canada",4.0,16
Maru Japanese Bistro,"1402 Queen Street E,Toronto, ON M4L 1C7,Canada",4.0,15
Avelo,"51 St Nicholas Street,Toronto, ON M4Y 1W6,Canada",4.0,15
Joni Restaurant,"4 Avenue Road,Park Hyatt,Toronto, ON M5R 2E8,Canada",4.0,15
Two Brothers Shawarma,"2825 Danforth Avenue,Toronto, ON M4C 1M2,Canada",4.0,15
Shibui Eatery + Sushi Bar,"600 Mount Pleasant Road,Toronto, ON M4S 2M8,Canada",4.0,15
J's Steak Frites,"1198 Queen Street W,Toronto, ON M6J 1J6,Canada",4.0,15
Tandoori Curry House,"2306 Queen Street East,Toronto, ON M4E 1G8,Canada",4.0,15
Kibo Sushi,"549 Bloor Street W,Toronto, ON M5S 1Y6,Canada",4.0,15
Sunset Grill,"2214 Lake Shore Blvd W,Etobicoke, ON M8V 0E3,Canada",4.0,15
Hero Certified Burgers,"3560 Lake Shore Boulevard W,Toronto, ON M8W 1N6,Canada",4.0,15
Michael's West Indian Flavor,"3067 Lake Shore Boulevard,Toronto, ON M8V 4C9,Canada",4.0,15
Qoola,"4700 Keele Street,Unit 34,Toronto, ON M3J 1P3,Canada",4.0,15
Mexitaco by the Bluffs,"2496 Kingston Road,Toronto, ON M1N 4A4,Canada",4.0,15
Mira Mira,"1372 Queen St E,Toronto, ON M4L 1C9,Canada",4.0,14
Downtown Home Inn,"2 Monteith Street,Toronto, ON M4Y,Canada",4.0,14
Slanted Door,"442 Bloor Street W,Toronto, ON M5S 1X8,Canada",4.0,14
Pepper's Cafe,"189 Wallace Avenue,Toronto, ON M6H 1V5,Canada",4.0,14
Gouter Patisserie,"300 Eglinton Ave W,Toronto, ON M4R 1B2,Canada",4.0,14
Honeymoon Dessert,"460 Spadina Avenue,Toronto, ON M5T 2G8,Canada",4.0,14
Mamma's Pizza,"249 Queens Quay W,Toronto, ON M5J 2N5,Canada",4.0,14
Gia,"1214 Dundas Street W,Toronto, ON M6J 3B1,Canada",4.0,14
Mulino,"633 College Street,Toronto, ON M6G 1B5,Canada",4.0,14
Function Bar,"2291 Yonge Street,Toronto, ON M4P 2C6,Canada",4.0,14
La Bartola,"588 College St,Toronto, ON M6G 1B3,Canada",4.0,14
Banh Mi Nhu Lan,"1949 Finch Avenue W,Unit C,Toronto, ON M3N 2V3,Canada",4.0,14
Samaira's Kitchen,"1056 Queen Street E,Toronto, ON M4M 1K5,Canada",4.0,13
My Roti Place,"948 Queen Street E,Toronto, ON M4M 1J7,Canada",4.0,13
Hakka Chopsticks,"2940 Danforth Ave,Toronto Ontario,Toronto, ON M4C 1M5,Canada",4.0,13
Cafe D Taj,"3342 Danforth Avenue,Toronto, ON M1L 1C9,Canada",4.0,13
The Backyard Smokehouse,"264 Dupont Street,Toronto, ON M5R 1V7,Canada",4.0,13
Nigiriya,"897 Millwood Road,Toronto, ON M4G 1X2,Canada",4.0,13
Penny's Hot Chicken,"372 Yonge Street,Toronto, ON M5G 2K9,Canada",4.0,12
Yummy House,"234 Jones Avenue,Toronto, ON M4M 3A6,Canada",4.0,12
EPOCH Bar & Kitchen Terrace,"181 Wellington St W,The Ritz-Carlton,Toronto, ON M5V 3G7,Canada",4.0,12
Starbucks,"2630 Yonge Street,Toronto, ON M4P 2J5,Canada",4.0,12
Akropolis Pastries,"708 Avenue Danforth,Toronto, ON M4J 1L1,Canada",4.0,12
Stop BBQ Chicken,"1216 Dufferin Street,Toronto, ON M6H 4C1,Canada",4.0,11
Khazana,"261 Yonge Street,Toronto, ON M5B 1N8,Canada",4.0,11
Anglr,"1054 Gerrard Street E,Toronto, ON M4M 1Z8,Canada",4.0,11
African Delight Cafe and Restaurant,"1180 Bloor Street W,Toronto, ON M6H 1N1,Canada",4.0,11
Abyssinia YYZ - Ethiopian & Eritrean Cuisine,"2038 Yonge St,Toronto, ON M4S 1Z9,Canada",4.0,11
Prime Seafood Palace,"944 Queen Street W,Toronto, ON M6J 1G8,Canada",4.0,11
Azhar,"96 Ossington Ave,Toronto, ON M6J 2Z4,Canada",4.0,11
Luna Thai Kitchen,"1010 Eglinton Ave W,Toronto, ON M6C 2C5,Canada",4.0,11
Fonda Balam,"802 Dundas Street W,Toronto, ON M6R 2R4,Canada",4.0,11
Noodle Me,"2422 Bloor Street W,Toronto, ON M6S 1P9,Canada",4.0,11
Toben Food By Design,"150 Symes Rd,Toronto, ON M6N 3T1,Canada",4.0,11
Lucky Chinese Restaurant,"3774 Lawrence Avenue East,Toronto, ON M1G 1P9,Canada",4.0,11
Yummy Wok N Bbq House,"1959 Finch Avenue W,North York, ON M3N 2V3,Canada",4.0,11
Aldo's Restaurant Peruvian Food,"750 Oakdale Road,Suite 35,Toronto, ON M3N 2Z4,Canada",4.0,11
Lucia,"1595 Dupont Street,Toronto, ON M6P 3S8,Canada",4.0,10
Dineen Coffee,"199 Bay Street,Toronto, ON,Canada",4.0,10
Aloette,"171 E Liberty Street,Unit 127 A,Toronto, ON M6K 3E7,Canada",4.0,10
Carmelitas Restaurant,"2982 Dundas Street W,Toronto, ON M6P 1Z3,Canada",4.0,10
Hazukido,"1200 Bay Street,Unit 3,Toronto, ON M4W 1J2,Canada",4.0,10
Masala King,"2286 Kingston Rd,Toronto, ON M1N 1T9,Canada",4.0,10
La Piazza at Eataly,"55 Bloor St W,Toronto, ON M4W 1A5,Canada",4.0,9
Black Tulip Restaurant,"807 St Clair Avenue W,Toronto, ON M6C 1B9,Canada",4.0,9
Petros82,"299 Adelaide St W,Toronto, ON M5V 1P7,Canada",4.0,9
