name,full_address,rate,reviews
Sophies Dine-in and Takeout,"302 Eglinton Avenue W,Toronto, ON M4R 1B2,Canada",3.5,2
The Vegetarian Cafe,"348 Danforth Avenue,The Big Carrot,Toronto, ON M4K 2Z1,Canada",3.5,2
Wildfire Steakhouse,"8 Colborne Street,Toronto, ON L1J 7J1,Canada",3.5,2
Tim Hortons,"1280 Finch Avenue W,North York, ON M3J 3K6,Canada",3.5,2
Mother's Dumplings,"421 Spadina Avenue,Toronto, ON M5T 2A8,Canada",3.0,551
The Sultan's Tent & Cafe Moroc,"49 Front Street E,Toronto, ON M5E 1B3,Canada",3.0,331
The Rec Room,"255 Bremner Boulevard,Toronto, ON M5V 3M9,Canada",3.0,329
El Furniture Warehouse - Bloor St,"410 Bloor St West,Toronto, ON M5S 1X5,Canada",3.0,327
Terroni,"1095 Yonge Street,Toronto, ON M4W 2L8,Canada",3.0,317
Dim Sum King,"421 Dundas Street West,Toronto, ON M5T 2W4,Canada",3.0,313
Hemingway's Restaurant,"142 Cumberland St,Toronto, ON M5R 1A8,Canada",3.0,292
Pure Spirits,"17 Tank House Lane,Toronto, ON M5A 3C4,Canada",3.0,280
Bier Markt,"58 The Esplanade,Toronto, ON M5E 1R2,Canada",3.0,276
Poop Cafe,"706 Bloor St W,Toronto, ON M6G 1L4,Canada",3.0,274
Lavelle,"627 King Street W,Toronto, ON M5V 1M5,Canada",3.0,256
The Westin Harbour Castle,"1 Harbour Square,Toronto, ON M5J 1A6,Canada",3.0,250
Sheraton Centre Toronto Hotel,"123 Queen Street W,Toronto, ON M5H 2M9,Canada",3.0,242
Fran's Restaurant,"200 Victoria Street,Toronto, ON M5B 2R3,Canada",3.0,225
Cafe Diplomatico Restaurant & Pizzeria,"594 College St,Toronto, ON M6G 1B3,Canada",3.0,220
Astoria Shish Kebob House,"390 Danforth Avenue,Toronto, ON M4K 1P3,Canada",3.0,208
Allen's,"143 Danforth Avenue,Toronto, ON M4K 1N2,Canada",3.0,205
Cibo Wine Bar,"2472 Yonge Street,Toronto, ON M4P 2H5,Canada",3.0,201
Barrio Cerveceria,"884 Queen Street E,Toronto, ON M4M 1J3,Canada",3.0,185
Mill Street Beer Hall,"21 Tank House Lane,Toronto, ON M5A 3C4,Canada",3.0,180
Old Mill Toronto,"21 Old Mill Road,Etobicoke, ON M8X 1G5,Canada",3.0,166
L'espresso Bar Mercurio,"321 Bloor Street W,Toronto, ON M5S 1S5,Canada",3.0,152
Courtyard by Marriott Toronto Downtown,"475 Yonge Street,Toronto, ON M4Y 1X7,Canada",3.0,151
Denny's,"121 Dundas Street West,Toronto, ON M5G 1C4,Canada",3.0,150
Louis Cifer Brew Works,"417 Danforth Avenue,Toronto, ON M4K 1P1,Canada",3.0,141
The Rhino,"1249 Queen Street W,Toronto, ON M6K 1L5,Canada",3.0,140
The Broadview Hotel,"106 Broadview Ave,Toronto, ON M4M 2G1,Canada",3.0,138
Wheat Sheaf Tavern,"667 King Street W,Toronto, ON M5V 1M9,Canada",3.0,133
The Pour House Pub And Kitchen,"182 Dupont Street,Toronto, ON M5R 2E6,Canada",3.0,131
Pusateri's Fine Foods,"57 Yorkville Avenue,Toronto, ON M5R 3V6,Canada",3.0,127
Miss Korea,"687 Yonge Street,Toronto, ON M4Y 2B2,Canada",3.0,124
3030,"3030 Dundas Street W,Toronto, ON M6P 1Z3,Canada",3.0,113
Duke of Kent,"2315 Yonge St,Toronto, ON M4P 2C6,Canada",3.0,112
Magic Noodle,"93 Harbord Street,Toronto, ON M5S 1G4,Canada",3.0,111
Stock Bar,"2388 Yonge Street,Toronto, ON M4P 3J5,Canada",3.0,110
The Pint Public House,"227 Front Street W,Toronto, ON M5V 2X4,Canada",3.0,110
The Goodman Pub & Kitchen,"207 Queens Quay W,Toronto, ON M5J 1A7,Canada",3.0,109
Christina's On the Danforth,"492 Danforth Avenue,Toronto, ON M4K 1P6,Canada",3.0,108
Cafe Belong,"550 Bayview Avenue,Toronto, ON M4W 3X8,Canada",3.0,106
Pho Huong,"394 Pacific Avenue,Toronto, ON M6P 2R1,Canada",3.0,104
The Miller Tavern,"31 Bay Street,Toronto, ON M5J 3B2,Canada",3.0,104
Osmow's,"790 Military Trail,Scarborough, ON M1E 4P7,Canada",3.0,102
Aria Ristorante,"25 York Street,Toronto, ON M5J,Canada",3.0,101
Katsu Japanese Restaurant,"572 Danforth Avenue,Toronto, ON M4K 1R1,Canada",3.0,101
The Fry,"524 Bloor Street W,Toronto, ON M5S 1Y3,Canada",3.0,101
Rodeo Brazilian Steakhouse,"95 Danforth Avenue,Toronto, ON M4K 1M8,Canada",3.0,97
Boom Breakfast & Company,"1036 St Clair Ave W,Toronto, ON M6E 1A4,Canada",3.0,94
St Louis Bar And Grill,"2050 Yonge Street,Toronto, ON M4S 1Z9,Canada",3.0,87
Grenadier Cafe,"200 Parkside Dr,Toronto, ON M6P 3K7,Canada",3.0,86
The Works,"2245 Bloor Street W,Toronto, ON M6S 1N6,Canada",3.0,83
Johnny G's,"478 Parliament Street,Toronto, ON M4X 1P2,Canada",3.0,82
Archeo,"31 Trinity Street,Toronto, ON M5A 3C4,Canada",3.0,81
Pizza Gigi,"189 Harbord Street,Toronto, ON M5S 1H5,Canada",3.0,79
Marigold Indian Bistro,"552 Mount Pleasant Road,Toronto, ON M4S 2M6,Canada",3.0,77
Fox & Fiddle,"17 Fort York  Boulevard,Toronto, ON M5V 1A9,Canada",3.0,76
Dasha,"620 King Street W,Toronto, ON M5V 1K4,Canada",3.0,76
Guirei Japanese Restaurant,"600 Queens Quay W,Toronto, ON M5V 3M3,Canada",3.0,75
Sofia,"99 Yorkville Ave,Toronto, ON M5R 1C1,Canada",3.0,74
Green Mango,"3006 Bloor St W,Etobicoke, ON M8X 1C2,Canada",3.0,74
Dairy Freeze,"1601 St Clair Avenue W,Toronto, ON M6E 1C9,Canada",3.0,72
Outrigger,"2232 Queen Street E,Toronto, ON M4E 1E9,Canada",3.0,72
Harbord Fish & Chips,"147 Harbord Street,Toronto, ON M5S 1H1,Canada",3.0,71
Holiday Inn Toronto Downtown Centre,"30 Carlton Street,Toronto, ON M5B 2E9,Canada",3.0,69
Annabelle Pasta Bar,"909 Davenport Road,Toronto, ON M6G 2B7,Canada",3.0,68
La Tortilleria,"1009 Dufferin Street,Toronto, ON M6H 4B2,Canada",3.0,68
The Swan A Firkin Pub,"2205 Bloor St W,Toronto, ON M6S 1N5,Canada",3.0,65
Rock 'N' Horse Saloon,"250 Adelaide Street West,Toronto, ON M5H 1X6,Canada",3.0,65
Island Cafe,"20 Withrow Street,Toronto, ON M5J 2C4,Canada",3.0,63
Sushi Gen,"1560 Yonge Street,Unit 118,Toronto, ON M4T 2S9,Canada",3.0,62
Westwood Grill,"519 Annette Street,Toronto, ON M6P 1S1,Canada",3.0,61
Vesta Lunch,"474 Dupont St,Toronto, ON M5R 1W6,Canada",3.0,59
Bombay Chowpatty,"1386 Gerrard St E,Toronto, ON M4L,Canada",3.0,58
Amicos Pizza Ristorante,"1648 Queen Street W,Toronto, ON M6R 1B2,Canada",3.0,57
Pho Asia 21,"1208 King Street W,Toronto, ON M6K 1G4,Canada",3.0,55
Mandarin Restaurant,"1027 Finch Avenue W,North York, ON M3J 2C7,Canada",3.0,55
Roses New York,"135 Fort York Boulevard,Toronto, ON M5V 0E3,Canada",3.0,54
Pho Phoenix,"1151 College Street,Toronto, ON M6H 1B5,Canada",3.0,54
MARBL Restaurant,"455 King Street West,Toronto, ON M5V 1K4,Canada",3.0,53
Holiday Inn Express Toronto Downtown,"111 Lombard Street,Toronto, ON M5C 2T9,Canada",3.0,52
Japas,"692 Bloor Street W,Toronto, ON M6G 1L4,Canada",3.0,52
St Louis Bar And Grill,"376 Bloor Street W,Toronto, ON M5S 1X2,Canada",3.0,50
Thai Room,"1881 Steeles Avenue W,Unit 2B,Toronto, ON M3H 4Y4,Canada",3.0,50
La Veranda Osteria,"946 Royal York Road,Toronto, ON M8X 2E5,Canada",3.0,50
Chutneys Fine Indian Cuisine,"3077 Bloor Street W,Etobicoke, ON M8X 1C7,Canada",3.0,50
California Roll,"1634 Bayview Avenue,Toronto, ON M4S 1T3,Canada",3.0,49
North of Bombay,"2996 Dundas Street W,Toronto, ON M6P 1Z3,Canada",3.0,45
Nino D'aversa Bakery,"1 Toro Road,North York, ON M3J 2A4,Canada",3.0,45
Maurya East Indian Roti,"150 E Liberty Street,Toronto, ON M6K 3R5,Canada",3.0,43
Fat Bastard Burrito,"126 Atlantic Avenue,Toronto, ON M6K 1Y2,Canada",3.0,43
The Fox and Firkin,"51 Eglinton Ave E,Toronto, ON M4P 1G7,Canada",3.0,42
Rebozos,"126 Rogers Road,Toronto, ON M6E 1P7,Canada",3.0,42
The Junction Grill,"390 Pacific Avenue,Toronto, ON M6P 2R1,Canada",3.0,41
Shamrock Burgers,"6109 Kingston Road,Scarborough, ON M1C 1K5,Canada",3.0,41
Sukhothai,"490 Front Street E,Toronto, ON M5A 1H7,Canada",3.0,40
Satay On the Road,"1572 Bayview Ave,Toronto, ON M4G 3B7,Canada",3.0,40
Retro Burger,"1684 Danforth Avenue,Toronto, ON M4C 1H6,Canada",3.0,39
Shoxs Billiard Lounge,"2827 Dundas Street W,Toronto, ON M6P 1Y6,Canada",3.0,38
Souvlaki Express,"484 Parliament Street,Toronto, ON M4X 1P2,Canada",3.0,37
Scruffy Murphy's Irish Pub,"180 Eglinton Avenue E,Toronto, ON M4P 1A6,Canada",3.0,37
Merlot Restaurant,"2994 Bloor St W,Etobicoke, ON M8X 1C2,Canada",3.0,37
Wylie's Pub,"1234A Yonge Street,Toronto, ON M4T 1W3,Canada",3.0,36
Zelden's Deli and Desserts,"1446 Yonge Street,Toronto, ON M4T 1Y5,Canada",3.0,35
Billy's Souvlaki Place,"748 Dovercourt Road,Toronto, ON M6H 1K5,Canada",3.0,35
On The Rocks,"169 Front Street E,Toronto, ON M5A 3Z4,Canada",3.0,34
Victory Cafe,"440 Bloor Street W,Toronto, ON M5S 1X5,Canada",3.0,34
VIP Billiard Club,"842 College Street,Toronto, ON M6H 1A2,Canada",3.0,32
Black Angus Steakhouse,"3250 Bloor Street W,Suite 126,Etobicoke, ON M8X 2X4,Canada",3.0,32
Tara Inn,"2365 Kingston Road,Scarborough, ON M1N 1V1,Canada",3.0,31
DQ Grill & Chill Restaurant,"1040 Broadview Avenue,Toronto, ON M4K 2S2,Canada",3.0,30
Scaddabush,"122 Marine Parade Drive,Toronto, ON M8V 0E7,Canada",3.0,30
Tender Trap Restaurant,"580 Parliament Street,Toronto, ON M4X 1P8,Canada",3.0,29
Gamberoni Restaurant,"3238 Yonge Street,Toronto, ON M4N 2L4,Canada",3.0,29
The Civic At the Broadview Hotel,"106 Broadview Avenue,Toronto, ON M4M,Canada",3.0,28
George's BBQ Chicken,"1042 Pape Avenue,Toronto, ON M4K 3W2,Canada",3.0,28
Chaihana,"1000 Finch Avenue W,Toronto, ON M3J 2V5,Canada",3.0,28
Osmow's,"2439 Yonge Street,Toronto, ON M4P 2E7,Canada",3.0,27
Caribbean Heat Family Restaurant,"1300 Finch Avenue W,North York, ON M3J 3K2,Canada",3.0,27
Sunset Grill,"4551 Kingston Rd,Scarborough, ON M1E 2P1,Canada",3.0,26
Five Guys,"70 Weston Road,Unit 101,Toronto, ON M6N 0A7,Canada",3.0,25
Thai Room King West,"934 King St W,Toronto, ON M5V 1P5,Canada",3.0,25
Ali Baba's Middle Eastern Cuisine,"1430 Queen Street W,Toronto, ON M6K 1L9,Canada",3.0,24
Dragon Delight,"825 St Clair Avenue W,Toronto, ON M6C 1B9,Canada",3.0,23
Eggsmart,"312 O'Connor Drive,Toronto, ON M4J 2T9,Canada",3.0,23
Ming City Restaurant & Bar,"1662 Eglinton Avenue W,York, ON M6E 2H2,Canada",3.0,23
Stock Yards Village,"1980 St. Clair Avenue W,Toronto, ON M6N 4X9,Canada",3.0,22
Tin Tin Congee Chinese Restaurant,"4205 Keele Street,Unit 7,Toronto, ON M3J 3T8,Canada",3.0,22
Aroma Espresso Bar,"3343 Yonge Street,Toronto, ON M4N 2M4,Canada",3.0,22
Sushi Bistro,"461 Danforth Ave,Toronto, ON M4K 1P1,Canada",3.0,22
Popeyes Louisiana Kitchen,"1115 Bloor Street W,Toronto, ON M6H 1M8,Canada",3.0,21
2 Bros Cuisine,"1500 Royal York Road,Toronto, ON M9P 3B5,Canada",3.0,21
Hong Kong Gardens,"2993 Bloor St W,Etobicoke, ON M8X 1C1,Canada",3.0,21
Pho Com Vietnam,"1991 Finch Avenue W,Toronto, ON M3N 2V3,Canada",3.0,21
Panda Wok,"462 Birchmount Road,Unit 40,Scarborough, ON M1K 1N8,Canada",3.0,20
La Risata Ristorante,"2777 Steeles Avenue W,Toronto, ON M3J 3K5,Canada",3.0,19
Phoenix Bakery,"615 Gerrard Street E,Toronto, ON M4M,Canada",3.0,18
Fionn MacCool's Irish Pub,"1867 Yonge St,Toronto, ON M4S 1X8,Canada",3.0,18
Express Pizza & Grill,"4917 Bathurst,Toronto, ON M2R 1X8,Canada",3.0,18
Beach Club,"1681 Lake Shore Boulevard E,Toronto, ON M4L 3W6,Canada",3.0,17
Banknote Bar,"474  Adelaide Street E,Toronto, ON M5A 4L6,Canada",3.0,17
Bistro Grande,"1000 Eglinton Avenue W,Toronto, ON M6C 2C5,Canada",3.0,16
Brownes Bistro,"1251 Yonge Street,Toronto, ON M4T,Canada",3.0,14
The Burger's Priest,"2 Eglinton Avenue E,Toronto, ON M4P 1A6,Canada",3.0,14
Pizza Pizza,"536 Saint Clair Avenue W,Toronto, ON M6C 1A4,Canada",3.0,13
Pizzaiolo - The Pizza Maker's Pizza,"745 Mount Pleasant,Toronto, ON M4S 2N4,Canada",3.0,13
Lucky's Chicken N' Waffles,"2977 Lakeshore Boulevard W,Toronto, ON M8V 1J8,Canada",3.0,12
El Charro,"493 Danforth Ave,Toronto, ON M4K 1P5,Canada",3.0,11
Popeyes Louisiana Kitchen,"2731 Av Danforth,Toronto, ON M4C 1L8,Canada",3.0,11
The Boulevard Club,"1491 Lake Shore Boulevard W,Toronto, ON M6K 3C1,Canada",3.0,11
Free Topping Pizza,"1015 Coxwell Ave,East York, ON M4C 3G4,Canada",3.0,11
Tender Shawarma & Grill,"3893 Keele Street,Toronto, ON M3J 1N6,Canada",3.0,10
The Faculty Club,"41 WIllcocks Street,Toronto, ON M5S 1C7,Canada",3.0,9
Starbucks,"10 Lower Spadina Avenue,Suite 101,Toronto, ON M5V 2Z2,Canada",3.0,9
Cucina,"4700 Keele Street,Unit 14/15,Toronto, ON M3J 1P3,Canada",3.0,9
National Event Venue,"1000 Finch Avenue W,North York, ON M3J 2V5,Canada",3.0,9
Number One Chinese Restaurant,"897 Pape Avenue,Toronto, ON M4K 3T9,Canada",3.0,8
Bairrada Churrasqueira,"1560 Dundas Street W,Toronto, ON M6K 1T9,Canada",3.0,8
My Roti Place / My Dosa Place,"383 Jane Street,Toronto, ON M6S 3Z3,Canada",3.0,8
Sopra Upper Lounge,"265 Davenport Road,Toronto, ON M5R 1J9,Canada",3.0,7
ChiChop,"2352 Yonge Street,Toronto, ON M4P 2E6,Canada",3.0,6
Sophie's Sports Bar,"466 Cosburn Ave,East York, ON M4J 2N5,Canada",3.0,6
Orange Snail,"4700 Keele Street,North York, ON M3J 1P3,Canada",3.0,6
The Miller Lash House,"130 Old Kingston Road,Toronto, ON M1E 3J5,Canada",3.0,6
Monkey Sushi,"901 Yonge St,Toronto, ON M4W 2H2,Canada",3.0,5
The Rooftop,"106 Broadview Ave,Floor 7,The Broadview Hotel,Toronto, ON M4M 2G1,Canada",3.0,5
The Garden at Casa Loma,"1 Austin Terrace,Toronto, ON M5R 1X8,Canada",3.0,5
Subway,"366 Bloor Street E,Unit 4,Toronto, ON M4W 1H4,Canada",3.0,5
Dhaka Biryani House,"3315 Danforth Avenue,Toronto, ON M1L 1B8,Canada",3.0,4
The Medley,"2026 Yonge Street,Toronto, ON M4S 1Z9,Canada",3.0,4
Nuno's Churrasqueira,"1560 Dundas St W,Toronto, ON M6K 1T5,Canada",3.0,4
Harriets Rooftop,"550 Wellington Street W,Toronto, ON M5V 2V4,Canada",3.0,4
Quadro Ristorante,"577 College Street,Toronto, ON M6G 1B2,Canada",3.0,4
Cafe Santorini,"425 Jane St,Toronto, ON M6S 3Z7,Canada",3.0,4
Roti King West Indian Restaurant,"1688 Eglinton Avenue W,York, ON M6E 2H5,Canada",3.0,4
Cake House Bakery,"1969 Finch Avenue W,Toronto, ON M3N 2K2,Canada",3.0,4
Pastabilities,"555 University Ave,Toronto, ON M5G 1X8,Canada",3.0,3
Subway,"531 Parliament Street,Toronto, ON M4X 1P3,Canada",3.0,3
Ona Noodle,"797 Gerrard Street E,Toronto, ON M4M 1Y5,Canada",3.0,2
Hana Sushi,"1049 Bloor St West,Toronto, ON M6H 1M4,Canada",3.0,2
Liberty Caffé,"1 Austin Terrace,Toronto, ON M5R 1X8,Canada",3.0,2
Pembroke Inn,"117 Pembroke Street,Toronto, ON M5A 2N9,Canada",3.0,2
Osmow’s,"2406 Bloor Street W,Toronto, ON M6S 1P9,Canada",3.0,2
Green Valley Gardening Landscaping & Snowplowing,"77 Burlington Street,Etobicoke, ON M8V 3W1,Canada",3.0,1
Eggsmart,"20 Brentcliffe Road,Toronto, ON M4G 0C6,Canada",3.0,1
Bobjo Express,"3423 Lake Shore Blvd W,Etobicoke, ON M8W 1N2,Canada",3.0,1
Church´s Texas Chicken,"1939 Weston Road,Toronto, ON M9N 1W8,Canada",3.0,1
Girl from Ipanema,"2400 Dufferin Street,York, ON M6E 3S7,Canada",3.0,1
Sisaket Thai Kitchen,"1466 Kingston Road,Scarborough, ON M1N 1R6,Canada",3.0,1
Popeyes Louisiana Kitchen,"366 Bloor Street E,Toronto, ON M5S 1X2,Canada",3.0,1
Chelsea Hotel,"33 Gerrard Street W,Toronto, ON M5G 1Z4,Canada",2.5,232
Uncle Betty's Diner,"2590 Yonge Street,Toronto, ON M4P 2J3,Canada",2.5,227
La Carnita,"130 Eglinton Avenue E,Toronto, ON M4P 2X9,Canada",2.5,187
Brazen Head Irish Pub,"165 E Liberty Street,Toronto, ON M6K 3P6,Canada",2.5,185
Madison Avenue Pub & Restaurant,"14 Madison Avenue,Toronto, ON M5R 2S1,Canada",2.5,177
Riz on Yonge,"3321 Yonge St,Toronto, ON M4N 2L6,Canada",2.5,139
Sushi Rock,"2359 Yonge Street,Toronto, ON M4P 2C8,Canada",2.5,116
Yonge Street Warehouse,"336 Yonge Street,Toronto, ON M5B 1R8,Canada",2.5,113
Shoeless Joe's Sports Grill - Queens Quay,"249 Queen's Quay W,Unit #3,Toronto, ON M5J 1B5,Canada",2.5,91
Tzatziki,"873 Pape Avenue,Toronto, ON M4K 3T9,Canada",2.5,82
The Friendly Thai,"223 Roncesvalles Avenue,Toronto, ON M6R 2L6,Canada",2.5,72
The Fox,"35 Bay Street,Toronto, ON M5J 1J5,Canada",2.5,72
Firkin on Harbour,"10 Yonge Street,Toronto, ON M5E 1R4,Canada",2.5,70
C'est Bon,"2685 Yonge Street,Toronto, ON M4N 2H8,Canada",2.5,70
Liberty Shawarma,"4 Spadina Avenue,Toronto, ON M5V 3Z2,Canada",2.5,69
Megas Restaurant,"402 Danforth Avenue,Toronto, ON M4K 1P3,Canada",2.5,65
St Louis Bar And Grill,"4548 Dufferin Street,Unit A,North York, ON M3H 5R9,Canada",2.5,64
The Friendly Thai,"3032 Dundas Street W,Toronto, ON M6P 1Z3,Canada",2.5,63
Montana's BBQ & Bar,"2011 Steeles Ave W,North York, ON M3J 3N3,Canada",2.5,61
The Friendly Thai,"1218 Queen Street E,Toronto, ON M4M 1L7,Canada",2.5,59
Dark Horse,"2401 Bloor St W,Toronto, ON M6S 1P7,Canada",2.5,56
Fox and Fiddle,"27 Wellesley Street East,Toronto, ON M4Y 1Z2,Canada",2.5,54
Mr Thai,"1521 Yonge Street,Unit 6,Toronto, ON M4T 1Z2,Canada",2.5,52
Shoeless Joe's Sports Grill - Stockyards,"1980 St Clair Ave West,Toronto, ON M6N 0A3,Canada",2.5,50
Bikkuri Japanese Restaurant,"2197 Queen Street E,Toronto, ON M4E 1E5,Canada",2.5,49
Carens Rosedale,"1118 Yonge Street,Toronto, ON M4W 2L6,Canada",2.5,45
Spring China House,"961 Eglinton Avenue W,Toronto, ON M6C 2C4,Canada",2.5,44
Max's Market,"2299 Bloor Street W,Toronto, ON M6S 1P1,Canada",2.5,44
Faema Caffe,"201- 672 Dupont Street,Toronto, ON M6G 1Z6,Canada",2.5,43
Casa Barcelona,"2980 Bloor St W,Etobicoke, ON M8X 1B9,Canada",2.5,43
Ikki Sushi Japanese & Cuisine,"2253 Kingston Road,Scarborough, ON M1N 1T8,Canada",2.5,40
Osmow's,"2215 Steeles Avenue W,Unit 7,North York, ON M3J 3N2,Canada",2.5,37
What A Bagel,"421 Spadina Road,Toronto, ON M5P 2W3,Canada",2.5,35
House of Wong,"4601 Kingston Road,Scarborough, ON M1E 2P3,Canada",2.5,35
Two Headed Dog,"1469 Gerrard Street E,Toronto, ON M4L 2A1,Canada",2.5,33
Break Room,"York Student Centre,4700 Keele Street,Lower Level,Toronto, ON M3J 1P3,Canada",2.5,33
Wychwood Pub,"517 Saint Clair Avenue W,Toronto, ON M6C 1A1,Canada",2.5,32
Tim Hortons,"246 Bloor Street W,Toronto, ON M5S 1V4,Canada",2.5,32
Gerrard Square,"1000 Gerrard Street E,Toronto, ON M4M 3G6,Canada",2.5,31
Panda Express,"80 Weston Road,Toronto, ON M6N 4X9,Canada",2.5,30
Shopsy's Sports Grill,"4700 Keele Street,York Lanes, CRU2,Toronto, ON M3K 1P3,Canada",2.5,28
The Wally Tap & Grill,"302 O'connor Drive,East York, ON M4J 2T8,Canada",2.5,27
McDonald's,"11 St. Clair Ave East,Toronto, ON M4T 1L8,Canada",2.5,26
Sunrise Caribbean Restaurant,"1949 Finch Avenue W,Unit B,Toronto, ON M3N 2V3,Canada",2.5,26
Kimono Japanese Grill & Sushi,"359 Eglinton Avenue W,Toronto, ON M5N 1A3,Canada",2.5,25
Avenue Diner,"222 Davenport Rd,Toronto, ON M5R 1J6,Canada",2.5,23
Caldense Bakery,"2406 Eglinton Avenue W,Toronto, ON M6M 1S6,Canada",2.5,23
Eggspectation Bloor,"345 Bloor St E,Unit 17,Toronto, ON M4W 3J6,Canada",2.5,22
Mademoiselle Raw Bar + Grill,"563 King Street W,Toronto, ON M5V 1M1,Canada",2.5,21
McDonald's,"345 Bloor Street East,Toronto, ON M4W 3J6,Canada",2.5,20
Lotus Inn,"286 Eglinton Avenue W,Toronto, ON M4R 1B2,Canada",2.5,20
Grand Bizarre,"15 Saskatchewan Road,Toronto, ON M6K 3C3,Canada",2.5,17
Denny's,"2575 St Clair Ave W,Toronto, ON M6N 4Z5,Canada",2.5,17
Popeyes Louisiana Kitchen,"2555 St Clair Ave W,Toronto, ON M6N 1L3,Canada",2.5,17
Tim Hortons,"120 Fort York Boulevard,Toronto, ON M5V 0C9,Canada",2.5,16
Boardwalk Place,"1675 Lake Shore Boulevard E,Toronto, ON M4W 3L6,Canada",2.5,15
Tim Hortons,"207 Queens Quay W,Toronto, ON M5J 1A7,Canada",2.5,15
Rex's Den,"1265 Military Trail,Scarborough,Toronto, ON M1C 1A3,Canada",2.5,15
McDonald's,"1000 Gerrard Street E,Toronto, ON M4M 3G6,Canada",2.5,14
3 Eggs All Day Pub & Grill,"936 Eglinton Avenue W,Toronto, ON M6C 2C2,Canada",2.5,14
Amato Pizza,"1056 Queen Street E,Toronto, ON M4M 1K3,Canada",2.5,13
Sofra Forest Hill,"431 Spadina Road,Toronto, ON M5P,Canada",2.5,13
The Mizzen,"1 Harbour Square,Toronto, ON M5J 1A6,Canada",2.5,13
Dumpling Melody Bistro,"3266 W Lake Shore Boulevard,Toronto, ON M8V 1M4,Canada",2.5,12
Aurora Winter Festival,"955 Lake Shore Blvd W,Toronto, ON M6K 3B9,Canada",2.5,11
Freshii,"1055 Yonge St,Toronto, ON M4W 2L2,Canada",2.5,11
Domino's Pizza,"447 Pharmacy Avenue,Scarborough, ON M1L 3G7,Canada",2.5,11
Sunny,"44 Saint Clair Avenue E,Toronto, ON M4T 1M9,Canada",2.5,10
A&W,"2858 Dundas Street W,Toronto, ON M6P 1Y8,Canada",2.5,10
Antonio Park,"55 Bloor Street W,51st Floor,Toronto, ON M4W 3N5,Canada",2.5,10
Crystal Thani,"571 College Street,Toronto, ON M6G 1B2,Canada",2.5,10
Wendy's,"2013 D Lawrence Ave West,Toronto, ON M9N 0A3,Canada",2.5,10
McDonald's,"3150 St. Clair E.,Scarborough, ON M1L 1V6,Canada",2.5,10
Riz,"760 St Clair Avenue W,Toronto, ON M6C 1B5,Canada",2.5,8
SK Cookks,"133 Jefferson Avenue,Toronto, ON M6K 3E4,Canada",2.5,8
Amaya Express,"95 The Pond Road,Toronto, ON M3J 0L1,Canada",2.5,8
Pizza Depot,"2013 Lawrence Avenue W,Toronto, ON M9N 1H4,Canada",2.5,7
Subway,"1568 Danforth Avenue,Toronto, ON M4J 1N8,Canada",2.5,6
977 Cafe,"977 O'Connor,Toronto, ON M4B 2T1,Canada",2.5,6
Fire Dutch's Jamaican Take Out,"4286 Kingston Road,Toronto, ON M1E 2M8,Canada",2.5,6
East Moon,"2150 Steeles Avenue W,Unit 9&10,Vaughan, ON L4K 2Y7,Canada",2.5,6
Ghoroaa Classic,"3454 Danforth Avenue,Toronto, ON M1L 1E1,Canada",2.5,5
Taigh Ice Hotel,"259 Wellesley Street,Toronto, ON M4X 1G8,Canada",2.5,4
Yorkgate Mall,"1 Yorkgate Boulervard,Unit 210,Toronto, ON M3N 3A1,Canada",2.5,4
Pho Foodie,"2061 Steeles Ave W,North York, ON M3J 3N3,Canada",2.5,3
Churrasqueira Praia Da Vagueira,"9D-325 Weston Road,Toronto, ON M6N 4Z9,Canada",2.5,3
Pizza Pizza,"500 Rogers Road,York, ON M6M 1B3,Canada",2.5,3
Old Mill Toronto,"9 Old Mill Road,Toronto, ON M8X 1G5,Canada",2.5,2
Popeyes Louisiana Kitchen,"3479 Yonge Street,North York, ON M4N 2N3,Canada",2.5,2
Swiss Chalet Rotisserie & Grill,"266 Queens Quay W,Toronto, ON M5J 1B5,Canada",2.0,68
East Side Mario's,"2171 Steeles Ave W,Toronto, ON M3J 3N2,Canada",2.0,65
Town Inn Suites,"620 Church St,Toronto, ON M4Y 2G2,Canada",2.0,54
The Carousel Café,"Toronto Islands,Toronto, ON M5J 1A1,Canada",2.0,47
Westown Chinese Food,"1266 Bloor St W,Toronto, ON M6H 1N8,Canada",2.0,43
Gabby's Junction,"3026 Dundas St. W.,Toronto, ON M6P 1Z2,Canada",2.0,33
Honey-Bee Restaurant,"1976 Queen Street E,Toronto, ON M4L 1H9,Canada",2.0,32
Domino's Pizza,"101-159 Wellesley St E,Toronto, ON M4Y 0H5,Canada",2.0,30
Domino's Pizza,"51 Niagara Street,Toronto, ON M5V 1C3,Canada",2.0,30
Eden Chinese Food,"1025 Coxwell Ave,East York, ON M4C 3G4,Canada",2.0,26
Wild Wing,"2071 Steeles Avenue,Toronto, ON M3J 3N2,Canada",2.0,26
EDO-Ko,"425 Spadina Road,Toronto, ON M5P 2W3,Canada",2.0,24
Pizza Pizza,"2295 Yonge Street,Toronto, ON M4P 2C6,Canada",2.0,24
McDonald's,"1045 Pape Avenue,Toronto, ON M4K 3W3,Canada",2.0,21
Swiss Chalet Rotisserie & Grill,"2148 Queen St E,Toronto, ON M4E 1E3,Canada",2.0,21
Gabby's Kingston Road,"980 Kingston Rd.,Toronto, ON M4E 1S9,Canada",2.0,20
